split,city,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
train,Dalian,105,angular_spread,los,15.375993248096359,19.479227676513208,-4.103234428416849,9.586103293366046,10.522382539014686,-0.93627924564864,13158699
train,Dalian,105,angular_spread,nlos,10.655209672863663,11.041442111863697,-0.38623243900003423,2.6341989479665053,1.8946699616918639,0.7395289862746415,9473991
val,Dhaka,225,path_loss,overall,1.803237555125919,2.0157134934666896,-0.2124759383407706,1.0454670894882419,1.25759550407843,-0.21212841459018805,30430413
val,Dhaka,225,path_loss,los,1.5822485822825274,1.760259115857593,-0.1780105335750657,0.9279808200255801,1.1250178676437446,-0.19703704761816443,27889052
val,Dhaka,225,path_loss,nlos,3.3855525232807238,3.827343347660005,-0.4417908243792814,2.3347686449752856,2.712510810715945,-0.37774216574065944,2541361
val,Dhaka,225,delay_spread,overall,36.05854610432309,39.315618548693564,-3.257072444370472,14.14364447112618,13.414107733828805,0.7295367372973747,42065210
val,Dhaka,225,delay_spread,los,37.26995629257883,41.62897090759227,-4.359014615013436,18.755530224052677,18.183299478022175,0.5722307460305025,27889052
val,Dhaka,225,delay_spread,nlos,33.54787378603626,34.31224827865312,-0.7643744926168594,5.070585234019529,4.031577243501926,1.0390079905176037,14176158
val,Dhaka,225,angular_spread,overall,12.031051459714668,14.61311774405341,-2.582066284338742,6.0031094687987485,5.9428708504985845,0.06023861830016397,42065210
val,Dhaka,225,angular_spread,los,13.566057790482983,16.89445090856727,-3.3283931180842856,8.164138999123638,8.367937221099957,-0.20379822197631903,27889052
val,Dhaka,225,angular_spread,nlos,8.212598072224171,8.493152230242895,-0.28055415801872385,1.751670898111175,1.1719870943636823,0.5796838037474927,14176158
val,Dubrovnik,90,path_loss,overall,1.232148093607223,1.5892578616193105,-0.3571097680120874,0.6098127884544856,1.0010633193480665,-0.39125053089358086,18514186
val,Dubrovnik,90,path_loss,los,1.0836201867176385,1.4692054902229328,-0.3855853035052943,0.5468830280304268,0.9420219847740665,-0.39513895674363975,17779501
val,Dubrovnik,90,path_loss,nlos,3.1371942591001005,3.3780846536931417,-0.24089039459304118,2.132723819006758,2.4298736092601914,-0.29714979025343347,734685
